,pokemonId,latitude,longitude,appearedLocalTime,_id,cellId_90m,cellId_180m,cellId_370m,cellId_730m,cellId_1460m,cellId_2920m,cellId_5850m,appearedTimeOfDay,appearedHour,appearedMinute,appearedDayOfWeek,appearedDay,appearedMonth,appearedYear,terrainType,closeToWater,city,continent,weather,temperature,windSpeed,windBearing,pressure,weatherIcon,sunriseMinutesMidnight,sunriseHour,sunriseMinute,sunriseMinutesSince,sunsetMinutesMidnight,sunsetHour,sunsetMinute,sunsetMinutesBefore,population_density,urban,suburban,midurban,rural,gymDistanceKm,gymIn100m,gymIn250m,gymIn500m,gymIn1000m,gymIn2500m,gymIn5000m,pokestopDistanceKm,pokestopIn100m,pokestopIn250m,pokestopIn500m,pokestopIn1000m,pokestopIn2500m,pokestopIn5000m,cooc_1,cooc_2,cooc_3,cooc_4,cooc_5,cooc_6,cooc_7,cooc_8,cooc_9,cooc_10,cooc_11,cooc_12,cooc_13,cooc_14,cooc_15,cooc_16,cooc_17,cooc_18,cooc_19,cooc_20,cooc_21,cooc_22,cooc_23,cooc_24,cooc_25,cooc_26,cooc_27,cooc_28,cooc_29,cooc_30,cooc_31,cooc_32,cooc_33,cooc_34,cooc_35,cooc_36,cooc_37,cooc_38,cooc_39,cooc_40,cooc_41,cooc_42,cooc_43,cooc_44,cooc_45,cooc_46,cooc_47,cooc_48,cooc_49,cooc_50,cooc_51,cooc_52,cooc_53,cooc_54,cooc_55,cooc_56,cooc_57,cooc_58,cooc_59,cooc_60,cooc_61,cooc_62,cooc_63,cooc_64,cooc_65,cooc_66,cooc_67,cooc_68,cooc_69,cooc_70,cooc_71,cooc_72,cooc_73,cooc_74,cooc_75,cooc_76,cooc_77,cooc_78,cooc_79,cooc_80,cooc_81,cooc_82,cooc_83,cooc_84,cooc_85,cooc_86,cooc_87,cooc_88,cooc_89,cooc_90,cooc_91,cooc_92,cooc_93,cooc_94,cooc_95,cooc_96,cooc_97,cooc_98,cooc_99,cooc_100,cooc_101,cooc_102,cooc_103,cooc_104,cooc_105,cooc_106,cooc_107,cooc_108,cooc_109,cooc_110,cooc_111,cooc_112,cooc_113,cooc_114,cooc_115,cooc_116,cooc_117,cooc_118,cooc_119,cooc_120,cooc_121,cooc_122,cooc_123,cooc_124,cooc_125,cooc_126,cooc_127,cooc_128,cooc_129,cooc_130,cooc_131,cooc_132,cooc_133,cooc_134,cooc_135,cooc_136,cooc_137,cooc_138,cooc_139,cooc_140,cooc_141,cooc_142,cooc_143,cooc_144,cooc_145,cooc_146,cooc_147,cooc_148,cooc_149,cooc_150,cooc_151,class
82,13,49.337548999999996,17.995835999999997,2016-09-08T03:39:13,OTc4NTEyMDYzNzMxNzM4MjQyOQ==,5121581629524934700,5121581629457825800,5121581629189390300,5121581628115648500,5121581632410615800,5121581580871008300,5121581512151531500,night,5,39,dummy_day,8,8,2016,5,False,Prague,Europe,MostlyCloudy,13.0,1.59,160,1020.06,partly-cloudy-night,375,6,15,-26,1158,19,18,809,222.05302000000003,False,False,True,False,0.43876899999999996,False,False,True,True,True,True,0.039445999999999995,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13
83,48,53.600939000000004,-113.406819,2016-09-08T03:39:05,MTI2NjMyOTg0NzkyNDI4ODczMjU=,6025883088364503000,6025883088431611900,6025883089236918300,6025883092458143700,6025883079573241900,6025883028033634300,6025883096753111000,night,5,39,dummy_day,8,8,2016,12,False,Edmonton,America,Clear,8.9,1.47,314,1008.96,clear-night,415,6,55,896,1210,20,10,-101,761.8856,False,True,True,False,0.10313,False,True,True,True,True,True,0.307909,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,48
84,10,49.33849,17.996095,2016-09-08T03:39:04,MTE2NzUwMjgxNTQ0NzI4Mjc1ODE=,5121581629659152400,5121581629457825800,5121581629189390300,5121581628115648500,5121581632410615800,5121581580871008300,5121581512151531500,night,5,39,dummy_day,8,8,2016,5,False,Prague,Europe,MostlyCloudy,13.0,1.59,160,1020.06,partly-cloudy-night,375,6,15,-26,1158,19,18,809,222.05302000000003,False,False,True,False,0.353648,False,False,True,True,True,True,0.092985,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10
85,16,35.742256,-78.661725,2016-09-08T03:38:53,MjQ4NDI1NDE2MjM5MTM5NjczMw==,9920573843066323000,9920573843133432000,9920573842864996000,9920573841791255000,9920573854676156000,9920573803136549000,9920573734417072000,night,5,38,dummy_day,8,8,2016,8,False,New_York,America,Clear,24.2,4.29,242,1017.57,clear-night,413,6,53,1008,1174,19,34,-247,493.07547,False,True,True,False,5.013768,False,False,False,False,False,False,0.156013,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16
86,14,35.743401,-78.654279,2016-09-08T03:38:53,NDI3NDI0MjUzNDI5NzA4MzgyMQ==,9920409588081885000,9920409588014776000,9920409588283212000,9920409585061986000,9920409580767020000,9920409563587150000,9920409357428720000,night,5,38,dummy_day,8,8,2016,8,False,New_York,America,Clear,24.2,4.26,242,1017.57,clear-night,412,6,52,1009,1174,19,34,-247,493.07547,False,True,True,False,0.051501,True,True,True,True,True,True,0.106325,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14
87,25,39.906040999999995,-104.984385,2016-09-08T03:38:45,MTIyNzY3NTYxNjU3NTg0MzY5NzM=,9758302228220740000,9758302228422066000,9758302228153630000,9758302229227373000,9758302224932405000,9758302242112274000,9758302310831751000,night,5,38,dummy_day,8,8,2016,13,False,Denver,America,Clear,18.9,3.17,30,1012.37,clear-night,395,6,35,903,1163,19,23,-135,1135.3196,True,True,True,False,0.261773,False,False,True,True,True,True,0.208959,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25
88,133,34.100473,-117.943161,2016-09-08T03:38:39,MTU4ODczODM1NzY1MTQ5ODY3MzM=,9278215633428808000,9278215633630134000,9278215632824828000,9278215629603602000,9278215625308635000,9278215608128766000,9278215401970336000,night,5,38,dummy_day,8,8,2016,13,False,Los_Angeles,America,Clear,20.2,6.62,224,1017.47,clear-night,391,6,31,847,1150,19,10,-88,683.3539,False,True,True,False,1.0495299999999999,False,False,False,False,True,True,0.087747,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,133
89,133,53.595895999999996,-113.40003600000001,2016-09-08T03:38:32,MTc5MzE5NDQ4OTUyOTc5NzgwMTM=,6025883279893200900,6025883280094527500,6025883280362962900,6025883281436704800,6025883285731672100,6025883302911541200,6025883096753111000,night,5,38,dummy_day,8,8,2016,12,False,Edmonton,America,Clear,8.9,1.47,314,1008.96,clear-night,415,6,55,896,1210,20,10,-101,1055.8982,True,True,True,False,1.673491,False,False,False,False,True,True,0.677936,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,133
90,50,49.146198999999996,-122.63810500000001,2016-09-08T03:38:27,MTA0NDgxMzM5ODIzMDE4Mzk4Njk=,6090504472394465300,6090504472193138700,6090504471387832300,6090504474609057800,6090504470314090500,6090504487493959700,6090504693652389900,night,5,38,dummy_day,8,8,2016,5,False,Vancouver,America,Clear,13.5,5.63,138,1019.84,clear-night,397,6,37,841,1181,19,41,-57,296.7843,False,False,True,False,0.217959,False,True,True,True,True,True,0.578991,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,50
91,13,49.157947,-123.017867,2016-09-08T03:37:56,MTM1MDkyNTk4NDIzODIxMzgwNDU=,6090519731205308400,6090519731138199600,6090519731406635000,6090519730332893200,6090519726037925900,6090519743217795100,6090519537059364900,night,5,37,dummy_day,8,8,2016,1,True,Vancouver,America,Clear,13.2,3.35,110,1019.13,clear-night,399,6,39,842,1183,19,43,-58,1177.243,True,True,True,False,22.856204,False,False,False,False,False,False,2.4325669999999997,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13
92,16,38.268825,-122.651719,2016-09-08T03:37:43,MTQ1ODAzNzEyMjIzNDEyOTg3MTc=,9261006532831609000,9261006532898718000,9261006532093411000,9261006528872186000,9261006515987284000,9261006464447676000,9261006395728200000,night,5,37,dummy_day,8,8,2016,8,False,Los_Angeles,America,Clear,20.6,1.8,201,1012.89,clear-night,407,6,47,840,1172,19,32,-75,635.5498,False,True,True,False,1.295441,False,False,False,False,True,True,0.24530100000000002,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16
93,58,32.822784999999996,-116.901754,2016-09-08T03:37:31,MTY2OTcwMjQ0MjQ3MTY0NjgxNTc=,9284549760331547000,9284549760130220000,9284549760398655000,9284549761472397000,9284549774357300000,9284549757177430000,9284549688457953000,night,5,37,dummy_day,8,8,2016,7,False,Los_Angeles,America,Clear,18.7,4.73,221,1018.09,clear-night,387,6,27,863,1145,19,5,-105,1177.243,True,True,True,False,0.385306,False,False,True,True,True,True,0.308222,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,58
94,21,32.822995,-116.901202,2016-09-08T03:37:31,MTIyNjk3MDE1NjA5MDc2Njk2NDU=,9284549760465764000,9284549760667090000,9284549760398655000,9284549761472397000,9284549774357300000,9284549757177430000,9284549688457953000,night,5,37,dummy_day,8,8,2016,7,False,Los_Angeles,America,Clear,18.7,4.73,221,1018.09,clear-night,387,6,27,863,1145,19,5,-105,1177.243,True,True,True,False,0.329183,False,False,True,True,True,True,0.261246,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21
95,79,3.117061,101.744421,2016-09-08T03:37:23,MTMxODgwNTY0ODM1OTMzNTAzOTc=,3588302908573089800,3588302908505980900,3588302908237545500,3588302905016320000,3588302909311287300,3588302857771679700,3588302651613249500,night,5,37,dummy_day,8,8,2016,13,False,Kuala_Lumpur,Asia,MostlyCloudy,30.2,6.88,174,1013.25,partly-cloudy-day,427,7,7,270,1156,19,16,459,10000.0,True,True,True,False,0.42761099999999996,False,False,True,True,True,True,0.023001,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,79
96,21,35.742812,-78.66136999999999,2016-09-08T03:37:23,NzM4NjMyODY5NDEyNTA0MjYzNw==,9920573866285990000,9920573866218881000,9920573866487316000,9920573867561058000,9920573854676156000,9920573803136549000,9920573734417072000,night,5,37,dummy_day,8,8,2016,8,False,New_York,America,Clear,24.2,4.29,242,1017.57,clear-night,413,6,53,1008,1174,19,34,-247,493.07547,False,True,True,False,4.995294,False,False,False,False,False,True,0.21185,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21
97,74,33.906527000000004,-118.16214099999999,2016-09-08T03:37:12,NTQ1MTg3NzEzOTgzNzIzNTk5Nw==,9278203449143460000,9278203449344786000,9278203450150093000,9278203449076350000,9278203461961253000,9278203513500860000,9278203307342430000,night,5,37,dummy_day,8,8,2016,13,False,Los_Angeles,America,PartlyCloudy,19.8,5.89,166,1017.78,partly-cloudy-night,392,6,32,851,1151,19,11,-92,3756.671,True,True,True,False,0.31415,False,False,True,True,True,True,0.038498000000000004,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,74
98,16,35.742694,-78.654811,2016-09-08T03:36:56,ODc2MDI2OTU3NTM2MTM1NTgx,9920409588350320000,9920409588551647000,9920409588283212000,9920409585061986000,9920409580767020000,9920409563587150000,9920409357428720000,night,5,36,dummy_day,8,8,2016,8,False,New_York,America,Clear,24.2,4.26,242,1017.57,clear-night,412,6,52,1009,1174,19,34,-247,493.07547,False,True,True,False,0.060191999999999996,True,True,True,True,True,True,0.018366,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16
99,25,53.59855,-113.40495,2016-09-08T03:36:38,ODA3NjQxNzQ0NDU5Mzk4MzY0NQ==,6025883095880695800,6025883095947804700,6025883095679369200,6025883092458143700,6025883079573241900,6025883028033634300,6025883096753111000,night,5,36,dummy_day,8,8,2016,12,False,Edmonton,America,Clear,8.9,1.47,314,1008.96,clear-night,415,6,55,896,1210,20,10,-101,1055.8982,True,True,True,False,0.223034,False,True,True,True,True,True,0.136302,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25
100,46,32.823260999999995,-116.90111,2016-09-08T03:36:36,MTA2MTA3OTc3OTIzMDc2NzUxNjU=,9284549760465764000,9284549760667090000,9284549760398655000,9284549761472397000,9284549774357300000,9284549757177430000,9284549688457953000,night,5,36,dummy_day,8,8,2016,7,False,Los_Angeles,America,Clear,18.7,4.73,221,1018.09,clear-night,387,6,27,863,1145,19,5,-105,1177.243,True,True,True,False,0.306777,False,False,True,True,True,True,0.231212,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46
101,19,38.269436,-122.652602,2016-09-08T03:36:32,MTQ0NzgzMzUwMzEyMDAwNzg5NzM=,9261007175197655000,9261007174996328000,9261007174191022000,9261007173117280000,9261007168822313000,9261007151642444000,9261006945484014000,night,5,36,dummy_day,8,8,2016,8,False,Los_Angeles,America,Clear,20.6,1.8,201,1012.89,clear-night,407,6,47,840,1172,19,32,-75,635.5498,False,True,True,False,0.522095,False,False,False,True,True,True,0.779755,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19
102,16,35.742955,-78.654013,2016-09-08T03:36:15,Mzk5NzU1ODMzMzIyOTAwMTQzNw==,9920409582042087000,9920409582109196000,9920409581840760000,9920409585061986000,9920409580767020000,9920409563587150000,9920409357428720000,night,5,36,dummy_day,8,8,2016,8,False,New_York,America,Clear,24.2,4.26,242,1017.57,clear-night,412,6,52,1009,1174,19,34,-247,493.07547,False,True,True,False,0.078536,True,True,True,True,True,True,0.145654,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16
103,16,37.757882,-97.27105999999999,2016-09-08T03:35:57,MzYwOTU1NDI4ODI5Mzc4NzEzMw==,9780443273586803000,9780443273385476000,9780443274190782000,9780443275264524000,9780443262379622000,9780443245199753000,9780443176480276000,night,5,35,dummy_day,8,8,2016,10,False,Chicago,America,Clear,28.7,11.82,191,1011.37,clear-night,426,7,6,929,1190,19,50,-165,458.58234000000004,False,True,True,False,0.8626659999999999,False,False,False,True,True,True,0.40620700000000004,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16
104,23,32.823279,-116.90138600000002,2016-09-08T03:35:51,MjAwNzIzNzAyMjQwNjgxNzMyNQ==,9284549760331547000,9284549760130220000,9284549760398655000,9284549761472397000,9284549774357300000,9284549757177430000,9284549688457953000,night,5,35,dummy_day,8,8,2016,7,False,Los_Angeles,America,Clear,18.7,4.73,221,1018.09,clear-night,387,6,27,863,1145,19,5,-105,1177.243,True,True,True,False,0.328804,False,False,True,True,True,True,0.243558,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,23
